size_mb,gc,x_organism_name,organism_groups,domain,kingdom,class,group,bio_sample,assembly
0.070667,69.9,Mycobacterium phage Hosp,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000922775.1
0.050101,63.8,Mycobacterium phage Phantastic,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000920855.1
0.051781,63.7,Mycobacterium phage Seabiscuit,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000918335.1
0.031709,36,California sea lion adenovirus 1,"Viruses;dsDNA viruses, no RNA stage;Adenoviridae",Viruses,"dsDNA viruses, no RNA stage",Adenoviridae,virus,,GCA_000920015.1
0.005327,58.5,Beauveria bassiana victorivirus NZL/1980,Viruses;dsRNA viruses;Totiviridae,Viruses,dsRNA viruses,Totiviridae,virus,,GCA_000922795.1
0.047112,44.1,Escherichia phage e4/1c,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000918355.1
0.042764,49.8,Salmonella phage vB_SenS-Ent3,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000920035.1
0.1581,38.7,Bacillus phage Hakuna,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000922815.1
0.159837,38,Bacillus phage Hoody T,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000920895.1
0.160541,38,Bacillus phage CAM003,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000920935.1
0.15875,38.8,Bacillus phage Megatron,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000920055.1
0.159656,38.1,Bacillus phage Evoli,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000922835.1
0.053513,33.5,Lactococcus phage P092,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000920915.1
0.054452,33.5,Lactococcus phage P078,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000920955.1
0.054173,33.5,Lactococcus phage P118,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000922855.1
0.055584,33.3,Lactococcus phage P162,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000923495.1
0.067383,57,Mycobacterium phage Hawkeye,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000920975.1
0.007424,48.4,Pagoda yellow mosaic associated virus,Viruses;Retro-transcribing viruses;Caulimoviridae,Viruses,Retro-transcribing viruses,Caulimoviridae,virus,,GCA_000923515.1
0.008132,48.1,Fulmarus glacialis papillomavirus 1,"Viruses;dsDNA viruses, no RNA stage;Papillomaviridae",Viruses,"dsDNA viruses, no RNA stage",Papillomaviridae,virus,,GCA_000922895.1
0.144898,43.1,Bovine gammaherpesvirus 6,"Viruses;dsDNA viruses, no RNA stage;Herpesviridae",Viruses,"dsDNA viruses, no RNA stage",Herpesviridae,virus,,GCA_000921015.1
0.149459,60.9,Fruit bat alphaherpesvirus 1,"Viruses;dsDNA viruses, no RNA stage;Herpesviridae",Viruses,"dsDNA viruses, no RNA stage",Herpesviridae,virus,,GCA_000921855.1
0.03738,64.2,Pseudomonas phage JD024,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000922915.1
0.001353,41.5,Luffa puckering and leaf distortion-associated betasatellite [India:Gurdaspur:Okra:2013],Viruses;Satellites;Tolecusatellitidae,Viruses,Satellites,Tolecusatellitidae,virus,,GCA_000921035.1
0.131952,36,Listeria phage List-36,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000923575.1
0.051090000000000003,58.6,Pseudomonas phage phiPSA1,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000921055.1
0.138036,35.9,Listeria phage LMSP-25,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000923595.1
0.093794,29.3,Staphylococcus phage 6ec,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000921075.1
0.06715,36.3,Listeria phage LP-026,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000921915.1
0.068807,66.4,Mycobacterium phage Manad,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000922975.1
0.04175,43.4,Anabaena phage A-4L,"Viruses;dsDNA viruses, no RNA stage;Podoviridae",Viruses,"dsDNA viruses, no RNA stage",Podoviridae,virus,,GCA_000923615.1
0.040472,57.4,Pseudomonas phage phiPSA2,"Viruses;dsDNA viruses, no RNA stage;Podoviridae",Viruses,"dsDNA viruses, no RNA stage",Podoviridae,virus,,GCA_000921095.1
0.05061,63.5,Mycobacterium phage Pinto,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000921935.1
0.041569,46.1,Vibrio phage X29,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000922995.1
0.149162,50.8,Cronobacter phage CR8,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000923635.1
0.042597,35.2,Enterococcus phage IME-EFm1,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000921115.1
0.068386,57.6,Mycobacterium phage Damien,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000921955.1
0.075028,49.3,Dinoroseobacter phage DFL12phi1,"Viruses;dsDNA viruses, no RNA stage;Podoviridae",Viruses,"dsDNA viruses, no RNA stage",Podoviridae,virus,,GCA_000923015.1
0.062661,64.9,Mycobacterium phage OkiRoe,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000923655.1
0.133048,36,Listeria phage LP-048,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000921135.1
0.043056,53.4,Pseudomonas phage vB_PaeS_SCH_Ab26,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000923035.1
0.041941,36,Staphylococcus phage DW2,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000923675.1
0.066676,36.4,Listeria phage LP-114,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000921155.1
0.041156,36.6,Listeria phage LP-030-3,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000921995.1
0.02574,36.5,Leuconostoc phage phiLN6B,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000923055.1
0.135831,35.9,Listeria phage LP-083-2,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000923695.1
0.028022,36,Leuconostoc phage phiLN34,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000921175.1
0.028015,36.1,Leuconostoc phage phiLNTR3,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000922015.1
0.043767,35.5,Listeria phage LP-101,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000923075.1
0.13709,46.6,Alcelaphine gammaherpesvirus 2,"Viruses;dsDNA viruses, no RNA stage;Herpesviridae",Viruses,"dsDNA viruses, no RNA stage",Herpesviridae,virus,,GCA_000923715.1
0.028193,36.6,Leuconostoc phage phiLN12,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000921195.1
0.028336,36,Leuconostoc phage phiLNTR2,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000922035.1
0.039093,49.9,Escherichia phage PE3-1,"Viruses;dsDNA viruses, no RNA stage;Podoviridae",Viruses,"dsDNA viruses, no RNA stage",Podoviridae,virus,,GCA_000923095.1
0.026752,36.8,Leuconostoc phage phiLN03,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000923735.1
0.028427,36.2,Leuconostoc phage phiLN25,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000922055.1
0.043734,46.1,Duck adenovirus 2,"Viruses;dsDNA viruses, no RNA stage;Adenoviridae",Viruses,"dsDNA viruses, no RNA stage",Adenoviridae,virus,,GCA_000923915.1
0.001406,34.2,Mirabilis leaf curl India virus associated betasatellite,Viruses;Satellites;Tolecusatellitidae,Viruses,Satellites,Tolecusatellitidae,virus,,GCA_000923295.1
0.019402,40.9389,Umatilla virus,Viruses;dsRNA viruses;Reoviridae,Viruses,dsRNA viruses,Reoviridae,virus,,GCA_000923315.1
0.151109,53.2,Peridroma alphabaculovirus,"Viruses;dsDNA viruses, no RNA stage;Baculoviridae",Viruses,"dsDNA viruses, no RNA stage",Baculoviridae,virus,,GCA_000923335.1
0.032965,44.1,Lizard adenovirus 2,"Viruses;dsDNA viruses, no RNA stage;Adenoviridae",Viruses,"dsDNA viruses, no RNA stage",Adenoviridae,virus,,GCA_000923975.1
0.001349,36.5,Rose leaf curl betasatellite,Viruses;Satellites;Tolecusatellitidae,Viruses,Satellites,Tolecusatellitidae,virus,,GCA_000923375.1
0.282356,29.5,Pigeonpox virus,"Viruses;dsDNA viruses, no RNA stage;Poxviridae",Viruses,"dsDNA viruses, no RNA stage",Poxviridae,virus,,GCA_000922075.1
0.306862,29.5,Penguinpox virus,"Viruses;dsDNA viruses, no RNA stage;Poxviridae",Viruses,"dsDNA viruses, no RNA stage",Poxviridae,virus,,GCA_000923135.1
0.204054,61.5,Falconid herpesvirus 1,"Viruses;dsDNA viruses, no RNA stage;Herpesviridae",Viruses,"dsDNA viruses, no RNA stage",Herpesviridae,virus,,GCA_000922095.1
0.37092,28.7,Aureococcus anophagefferens virus,"Viruses;dsDNA viruses, no RNA stage;Phycodnaviridae",Viruses,"dsDNA viruses, no RNA stage",Phycodnaviridae,virus,,GCA_000922335.1
0.1808,41.5,Elephant endotheliotropic herpesvirus 5,"Viruses;dsDNA viruses, no RNA stage;Herpesviridae",Viruses,"dsDNA viruses, no RNA stage",Herpesviridae,virus,,GCA_000922355.1
0.013954,35.7,Yerba mate alphaendornavirus,Viruses;dsRNA viruses;Endornaviridae,Viruses,dsRNA viruses,Endornaviridae,virus,,GCA_000923175.1
0.04548,63.8,Pigeon adenovirus 1,"Viruses;dsDNA viruses, no RNA stage;Adenoviridae",Viruses,"dsDNA viruses, no RNA stage",Adenoviridae,virus,,GCA_000921315.1
0.151601,68.1,Equid alphaherpesvirus 3,"Viruses;dsDNA viruses, no RNA stage;Herpesviridae",Viruses,"dsDNA viruses, no RNA stage",Herpesviridae,virus,,GCA_000921595.1
0.04644,43.8,Escherichia phage vB_EcoS_AHS24,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000921635.1
0.036838,64.1,Pseudomonas phage MP48,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000922475.1
0.162816,37.8,Bacillus phage Riley,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000926075.1
0.132541,36,Listeria phage LMTA-148,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000924175.1
0.160281,41.3,Bacillus phage Bobb,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000921655.1
0.044332,54.5,Escherichia phage EK99P-1,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000922495.1
0.044844,37.6,Acinetobacter phage YMC-13-01-C62,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000926095.1
0.045746,43.9,Escherichia phage vB_EcoS_AKS96,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000924195.1
0.046847,44,Escherichia phage vB_EcoS_AHP42,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000921675.1
0.071248,43.5,Escherichia phage vB_EcoP_PhAPEC5,"Viruses;dsDNA viruses, no RNA stage;Podoviridae",Viruses,"dsDNA viruses, no RNA stage",Podoviridae,virus,,GCA_000922515.1
0.167318,37.7,Escherichia phage vB_EcoM_PhAPEC2,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000926115.1
0.071778,43.3,Escherichia phage vB_EcoP_PhAPEC7,"Viruses;dsDNA viruses, no RNA stage;Podoviridae",Viruses,"dsDNA viruses, no RNA stage",Podoviridae,virus,,GCA_000924215.1
0.05044,42.8,Vibrio phage ICP2_2013_A_Haiti,"Viruses;dsDNA viruses, no RNA stage;Podoviridae",Viruses,"dsDNA viruses, no RNA stage",Podoviridae,virus,,GCA_000921695.1
0.007589,45.2,Apodemus sylvaticus papillomavirus 1,"Viruses;dsDNA viruses, no RNA stage;Papillomaviridae",Viruses,"dsDNA viruses, no RNA stage",Papillomaviridae,virus,,GCA_000926195.1
0.040002,64.8,Ralstonia phage RSY1,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000924355.1
0.008021,57,Leptopilina boulardi Toti-like virus,Viruses;dsRNA viruses;Totiviridae,Viruses,dsRNA viruses,Totiviridae,virus,,GCA_000926255.2
0.005322,57.6,Botryosphaeria dothidea victorivirus 1,Viruses;dsRNA viruses;Totiviridae,Viruses,dsRNA viruses,Totiviridae,virus,,GCA_000924415.1
0.102759,38.7,Erinnyis ello granulovirus,"Viruses;dsDNA viruses, no RNA stage;Baculoviridae",Viruses,"dsDNA viruses, no RNA stage",Baculoviridae,virus,,GCA_000926335.1
0.005145,46.5,Sea otter polyomavirus 1,"Viruses;dsDNA viruses, no RNA stage;Polyomaviridae",Viruses,"dsDNA viruses, no RNA stage",Polyomaviridae,virus,,GCA_000926975.1
0.002714,58.5,Ustilaginoidea virens RNA virus M,Viruses;dsRNA viruses;Totiviridae,Viruses,dsRNA viruses,Totiviridae,virus,,GCA_000924555.1
0.005654,55.9,Ustilaginoidea virens RNA virus L,Viruses;dsRNA viruses;Totiviridae,Viruses,dsRNA viruses,Totiviridae,virus,,GCA_000925395.1
0.0053,42.2,Gorilla gorilla gorilla polyomavirus 1,"Viruses;dsDNA viruses, no RNA stage;Polyomaviridae",Viruses,"dsDNA viruses, no RNA stage",Polyomaviridae,virus,,GCA_000924615.1
0.005303,40.4,Pan troglodytes verus polyomavirus 1a,"Viruses;dsDNA viruses, no RNA stage;Polyomaviridae",Viruses,"dsDNA viruses, no RNA stage",Polyomaviridae,virus,,GCA_000926495.1
0.045648,35.5,Bacillus phage Waukesha92,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000925695.1
0.140807,30.2,Staphylococcus phage P108,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000926755.1
0.029616,41.7,Lactobacillus phage Ld3,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000927375.1
0.032799,41.7,Lactobacillus phage Ld25A,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000924895.1
0.032975,41.5,Lactobacillus phage Ld17,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000925735.1
0.053332,64.5,Mycobacterium phage RedRock,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000926775.1
0.054506,61.9,Rhizobium phage vB_RleM_PPF1,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000927395.1
0.059601,64.1,Ruegeria phage DSS3-P1,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000925815.1
0.348532,34.1,Escherichia phage 121Q,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000926855.1
0.044366,51,Lelliottia phage phD2B,"Viruses;dsDNA viruses, no RNA stage;Podoviridae",Viruses,"dsDNA viruses, no RNA stage",Podoviridae,virus,,GCA_000927475.1
0.059578,56.5,Salmonella virus Chi,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000924975.1
0.042351,53.3,Escherichia phage vB_EcoM-ep3,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000925835.1
0.038646,50.7,Yersinia phage vB_YenP_AP5,"Viruses;dsDNA viruses, no RNA stage;Podoviridae",Viruses,"dsDNA viruses, no RNA stage",Podoviridae,virus,,GCA_000926875.1
0.045718,61.1,Mesorhizobium phage vB_MloP_Lo5R7ANS,"Viruses;dsDNA viruses, no RNA stage;Podoviridae",Viruses,"dsDNA viruses, no RNA stage",Podoviridae,virus,,GCA_000924995.1
0.156446,49.9,Rhizobium phage vB_RleM_P10VF,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000925855.1
0.053744,52.8,Aeromonas phage pAh6-C,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000929475.1
0.042654,41.2,Acinetobacter phage vB_AbaP_Acibel007,"Viruses;dsDNA viruses, no RNA stage;Podoviridae",Viruses,"dsDNA viruses, no RNA stage",Podoviridae,virus,,GCA_000927515.1
0.09973,37.3,Acinetobacter phage vB_AbaM_Acibel004,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000925015.1
0.133824,36.9,Shewanella sp. phage 1/4,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000925035.1
0.067744,66.6,Mycobacterium phage Soto,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000925895.1
0.046547,47.6,Synechococcus phage S-CBP1,"Viruses;dsDNA viruses, no RNA stage;Podoviridae",Viruses,"dsDNA viruses, no RNA stage",Podoviridae,virus,,GCA_000929515.1
0.040923,34.6,Enterococcus phage EfaCPT1,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000927555.1
0.166783,35.4,Escherichia phage ECML-134,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000925055.1
0.05855,61.9,Mycobacterium phage Taj,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000925915.1
0.017972,32.8,Enterococcus phage vB_Efae230P-4,"Viruses;dsDNA viruses, no RNA stage;Podoviridae",Viruses,"dsDNA viruses, no RNA stage",Podoviridae,virus,,GCA_000929535.1
0.052869,42.9,Salmonella phage 9NA,"Viruses;dsDNA viruses, no RNA stage;Podoviridae",Viruses,"dsDNA viruses, no RNA stage",Podoviridae,virus,,GCA_000927575.1
0.036844,51.3,Idiomarinaceae phage Phi1M2-2,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000929595.1
0.02317,33.2568,Fako virus,Viruses;dsRNA viruses;Reoviridae,Viruses,dsRNA viruses,Reoviridae,virus,,GCA_000925135.1
0.032661,46.7,Simian adenovirus DM-2014,"Viruses;dsDNA viruses, no RNA stage;Adenoviridae",Viruses,"dsDNA viruses, no RNA stage",Adenoviridae,virus,,GCA_000928615.1
0.141907,30.4,Staphylococcus phage MCE-2014,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000924855.1
0.138658,40.9,Bacillus phage CP-51,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000926735.1
0.155997,37.8,Caulobacter phage Cr30,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000927355.1
0.140903,30.3,Staphylococcus phage Team1,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000924875.1
0.043871,54.2,Klebsiella phage NTUH-K2044-K1-1,"Viruses;dsDNA viruses, no RNA stage;Podoviridae",Viruses,"dsDNA viruses, no RNA stage",Podoviridae,virus,,GCA_000925715.1
0.169062,37.6,Shigella phage Shf125875,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000925755.1
0.040981,55.7,Enterobacteria phage J8-65,"Viruses;dsDNA viruses, no RNA stage;Podoviridae",Viruses,"dsDNA viruses, no RNA stage",Podoviridae,virus,,GCA_000927415.1
0.062699,49.3,Shigella phage POCJ13,"Viruses;dsDNA viruses, no RNA stage;Podoviridae",Viruses,"dsDNA viruses, no RNA stage",Podoviridae,virus,,GCA_000925775.1
0.0426,33.4,Staphylococcus phage phiSa119,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000926815.1
0.040286,35,Enterococcus phage EFC-1,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000927435.1
0.157308,45,Escherichia phage ECML-4,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000924955.1
0.066854,46.2,Escherichia phage ECML-117,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000925795.1
